reference_id_code,parent_name,ama_peer_bank,description_of_event,nfr_taxonomy,loss_amount___m_,basel_business_line__level1_,basel_business_line__level_2,business_unit,ubs_business_division,event_risk_category,sub_risk_category,activity,country_of_incident,event_region,month__year_of_settlement,multiple_firms_impacted_code,single_event_multiple_loss_code,date_of_entry,nfr_taxonomy_number,root_cause,learning_outcome,impact,summary,ai_nfr_cluster,ai_nfr_taxonomy,ai_risk_theme,ai_reasoning_taxonomy_steps,ai_reasoning_risk_theme
193705af-de8f-4d2c-8e72-4ec1204d9ac1,Bennett-Allen,"Carroll, Sullivan and Cunningham",Data Privacy incident occurred in Client Onboarding process.,Cybersecurity,75.43,Corporate Finance,Retail Banking,reinvent 24/365 systems,UBS Europe SE,External Fraud,Execution Errors,Transaction Settlement,Switzerland,APAC,04/2024,N,N,2024-05-12,NFR-3729,System failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Fraud event causing $13M loss.,AI Compliance,Process Failures,Model Risk,"Preprocessing, Deployment, Evaluation",Risk due to Outsourcing Risk in Transaction Settlement.
abdec347-f0ac-460c-b3cb-e5e2bfeefbb4,Owen and Sons,"Mcdaniel, Smith and Griffin",Data Privacy incident occurred in Trade Booking process.,Third-Party Risk,0.41,Corporate Finance,Corporate Finance,repurpose clicks-and-mortar web services,UBS Switzerland,Execution Errors,Compliance Breach,Risk Assessment,Singapore,APAC,07/2024,N,N,2024-08-04,NFR-8069,Process gap,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Third-Party Risk event causing $49M loss.,AI Governance,Fraud,Outsourcing Risk,"Data Collection, Evaluation, Deployment",Risk due to Outsourcing Risk in Client Onboarding.
a8db134b-c933-4ebf-ae21-fbe252de7098,"Hall, Parker and Day",Hernandez-White,Fraud incident occurred in Client Onboarding process.,Cybersecurity,66.9,Corporate Finance,Asset Management,embrace intuitive partnerships,UBS AG,Internal Fraud,Execution Errors,Risk Assessment,Switzerland,EMEA,05/2024,Y,N,2024-06-21,NFR-6610,Insider threat,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Cybersecurity event causing $63M loss.,AI Governance,Data Privacy,Human Error,"Preprocessing, Model Selection, Deployment",Risk due to Outsourcing Risk in Transaction Settlement.
6a15a8c3-0137-4db0-8ff7-2be557e237aa,Smith-Simon,Ford-Flores,Third-Party Risk incident occurred in Transaction Settlement process.,Fraud,70.67,Corporate Finance,Retail Banking,envisioneer proactive models,UBS Switzerland,Execution Errors,External Fraud,Risk Assessment,USA,AMERICAS,09/2024,N,N,2024-10-12,NFR-7955,Vendor failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $85M loss.,AI Ops,Third-Party Risk,Automation Risk,"Deployment, Evaluation, Model Selection",Risk due to Human Error in Client Onboarding.
536535b5-d3fe-49c9-864e-759b400c5e54,Patterson-Wilson,Mcpherson-Trevino,Third-Party Risk incident occurred in Risk Assessment process.,Third-Party Risk,10.1,Retail Banking,Wealth Management,synergize plug-and-play technologies,UBS AG,Compliance Breach,Execution Errors,Client Onboarding,Singapore,APAC,02/2024,Y,N,2024-04-12,NFR-9081,Vendor failure,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Fraud event causing $14M loss.,AI Ops,Fraud,Model Risk,"Data Collection, Evaluation, Model Selection",Risk due to Third-Party AI Risk in Risk Assessment.
651a194a-6f2e-45d0-8ebb-237ca5fc34da,"Shields, Brown and Ramos",Luna Inc,Data Privacy incident occurred in Transaction Settlement process.,Fraud,18.98,Asset Management,Asset Management,incubate visionary paradigms,UBS AG,Internal Fraud,Internal Fraud,Client Onboarding,Switzerland,APAC,05/2024,Y,Y,2024-05-24,NFR-4992,Insider threat,The incident highlighted gaps in Client Onboarding.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $86M loss.,AI Governance,Cybersecurity,Model Risk,"Data Collection, Deployment, Preprocessing",Risk due to Model Risk in Transaction Settlement.
9208d084-7794-4326-81f2-0faf16c4c723,Wilson LLC,"White, Jones and Miles",Cybersecurity incident occurred in Client Onboarding process.,Cybersecurity,54.64,Asset Management,Retail Banking,whiteboard enterprise experiences,UBS Switzerland,External Fraud,Execution Errors,Transaction Settlement,Switzerland,EMEA,10/2023,Y,Y,2023-10-25,NFR-5813,Process gap,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Third-Party Risk event causing $92M loss.,AI Governance,Third-Party Risk,Human Error,"Data Collection, Evaluation, Preprocessing",Risk due to Automation Risk in Transaction Settlement.
6f802f82-4e31-4808-8c22-5d87e1ba9c99,"Russell, Ross and Bryan","Park, Hinton and Hernandez",Process Failures incident occurred in Trade Booking process.,Fraud,99.26,Wealth Management,Wealth Management,deploy dynamic eyeballs,UBS UK Branch,Compliance Breach,Execution Errors,Transaction Settlement,USA,EMEA,06/2023,Y,N,2023-06-08,NFR-4548,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $42M loss.,AI Ops,Fraud,Outsourcing Risk,"Preprocessing, Deployment, Model Selection",Risk due to Human Error in Transaction Settlement.
fd88cf6f-24b4-4fa0-bed4-8f6d510d1ee5,Harris-Sullivan,"Brown, Payne and Waters",Fraud incident occurred in Risk Assessment process.,Data Privacy,65.69,Asset Management,Asset Management,expedite end-to-end eyeballs,UBS AG,Execution Errors,External Fraud,Trade Booking,Germany,APAC,06/2022,N,Y,2022-08-08,NFR-6175,System failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Fraud event causing $19M loss.,AI Compliance,Cybersecurity,Third-Party AI Risk,"Data Collection, Model Selection, Evaluation",Risk due to Automation Risk in Transaction Settlement.
99876694-bb93-4adc-820d-d1f1b6ccf852,"Goodman, Fisher and Kane","Smith, Garcia and Walker",Data Privacy incident occurred in Transaction Settlement process.,Third-Party Risk,65.11,Corporate Finance,Retail Banking,harness compelling networks,UBS UK Branch,Execution Errors,Internal Fraud,Transaction Settlement,Germany,AMERICAS,03/2024,Y,N,2024-05-21,NFR-6277,System failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Data Privacy event causing $95M loss.,AI Compliance,Third-Party Risk,Third-Party AI Risk,"Evaluation, Model Selection, Preprocessing",Risk due to Model Risk in Client Onboarding.
12919b18-c399-4884-8419-dc503f9c4dc4,"Welch, Anderson and Davis","Foster, Conrad and Fuentes",Third-Party Risk incident occurred in Client Onboarding process.,Data Privacy,8.98,Corporate Finance,Retail Banking,generate dynamic markets,UBS AG,Execution Errors,Internal Fraud,Client Onboarding,India,AMERICAS,05/2023,Y,N,2023-06-08,NFR-1384,Process gap,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Third-Party Risk event causing $38M loss.,AI Governance,Cybersecurity,Outsourcing Risk,"Preprocessing, Data Collection, Evaluation",Risk due to Automation Risk in Transaction Settlement.
3148a967-eb91-4a24-bb2b-6c6857177e69,"Snyder, Cross and Miller","Peterson, Adams and Ochoa",Cybersecurity incident occurred in Client Onboarding process.,Third-Party Risk,46.19,Retail Banking,Wealth Management,empower impactful solutions,UBS AG,External Fraud,Compliance Breach,Transaction Settlement,India,EMEA,08/2023,N,Y,2023-09-02,NFR-9396,Insider threat,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $52M loss.,AI Compliance,Data Privacy,Human Error,"Data Collection, Evaluation, Deployment",Risk due to Third-Party AI Risk in Transaction Settlement.
008e88e7-9df2-4b2d-bfd7-5f5865380f25,"Patterson, Arias and Huang","Beltran, Castillo and Caldwell",Process Failures incident occurred in Risk Assessment process.,Process Failures,85.91,Retail Banking,Asset Management,mesh leading-edge platforms,UBS Europe SE,Compliance Breach,Internal Fraud,Client Onboarding,Singapore,APAC,11/2022,N,N,2022-12-03,NFR-7912,Insider threat,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Process Failures event causing $6M loss.,AI Ops,Data Privacy,Model Risk,"Model Selection, Evaluation, Preprocessing",Risk due to Automation Risk in Transaction Settlement.
a71905be-3bf0-41df-9153-55303bd4df26,"Lopez, Morrison and Barnett","Jackson, Rivera and Harris",Third-Party Risk incident occurred in Transaction Settlement process.,Cybersecurity,19.71,Wealth Management,Asset Management,architect integrated supply-chains,UBS Switzerland,Execution Errors,Internal Fraud,Trade Booking,Switzerland,EMEA,03/2024,Y,Y,2024-04-06,NFR-6653,System failure,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Cybersecurity event causing $77M loss.,AI Governance,Third-Party Risk,Automation Risk,"Preprocessing, Deployment, Model Selection",Risk due to Automation Risk in Transaction Settlement.
7a279f7a-ba2f-466b-8220-c9ded1a1ac9a,Doyle PLC,"Jackson, Lynch and Rubio",Process Failures incident occurred in Trade Booking process.,Process Failures,84.41,Wealth Management,Retail Banking,exploit e-business portals,UBS AG,Execution Errors,Compliance Breach,Client Onboarding,Singapore,EMEA,01/2025,Y,Y,2025-01-24,NFR-3416,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $12M loss.,AI Compliance,Fraud,Model Risk,"Data Collection, Preprocessing, Deployment",Risk due to Automation Risk in Transaction Settlement.
d3558bbd-e200-4353-b25e-a216f308d38f,Hernandez-Robertson,"Jackson, Webster and Harding",Fraud incident occurred in Client Onboarding process.,Cybersecurity,23.68,Corporate Finance,Wealth Management,mesh customized e-tailers,UBS Switzerland,Execution Errors,Execution Errors,Client Onboarding,Singapore,APAC,04/2023,N,Y,2023-04-27,NFR-2452,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Process Failures event causing $92M loss.,AI Ops,Process Failures,Model Risk,"Evaluation, Preprocessing, Model Selection",Risk due to Human Error in Transaction Settlement.
5d8b8fc4-908f-46c3-80ff-2159bcbbf50c,Wood Ltd,Guerrero LLC,Data Privacy incident occurred in Risk Assessment process.,Process Failures,21.53,Retail Banking,Asset Management,redefine mission-critical mindshare,UBS AG,Compliance Breach,Compliance Breach,Trade Booking,UK,APAC,08/2024,N,N,2024-09-28,NFR-1689,System failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $40M loss.,AI Governance,Process Failures,Human Error,"Evaluation, Model Selection, Deployment",Risk due to Outsourcing Risk in Client Onboarding.
8a2f4f4e-3519-44f6-9e3b-1283f86a5f67,Jones-Hartman,Conner LLC,Data Privacy incident occurred in Trade Booking process.,Cybersecurity,6.71,Retail Banking,Wealth Management,mesh distributed communities,UBS Europe SE,Internal Fraud,Execution Errors,Risk Assessment,India,AMERICAS,06/2022,Y,N,2022-07-24,NFR-6707,System failure,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $73M loss.,AI Governance,Cybersecurity,Model Risk,"Preprocessing, Model Selection, Deployment",Risk due to Outsourcing Risk in Client Onboarding.
dce080b8-4f28-479e-9800-755d7f7a341c,"Black, Stone and Johnson",Hickman LLC,Cybersecurity incident occurred in Transaction Settlement process.,Cybersecurity,54.19,Retail Banking,Wealth Management,implement leading-edge metrics,UBS Switzerland,Compliance Breach,Internal Fraud,Transaction Settlement,Switzerland,EMEA,07/2023,N,N,2023-08-31,NFR-8059,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Fraud event causing $63M loss.,AI Compliance,Cybersecurity,Outsourcing Risk,"Deployment, Evaluation, Preprocessing",Risk due to Model Risk in Risk Assessment.
4eef1cc6-42de-4312-b453-5c1ec101ee16,"Erickson, Jacobs and Torres",Johnston Ltd,Cybersecurity incident occurred in Trade Booking process.,Data Privacy,46.51,Retail Banking,Retail Banking,innovate leading-edge networks,UBS Europe SE,Execution Errors,Compliance Breach,Transaction Settlement,Singapore,AMERICAS,07/2023,Y,Y,2023-08-11,NFR-2218,Insider threat,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $21M loss.,AI Ops,Data Privacy,Model Risk,"Deployment, Evaluation, Data Collection",Risk due to Model Risk in Client Onboarding.
6dfb9369-3d79-407e-b3bd-a684ac49639e,Ramos-Wade,Jones Ltd,Third-Party Risk incident occurred in Trade Booking process.,Process Failures,99.57,Wealth Management,Asset Management,benchmark transparent models,UBS UK Branch,Internal Fraud,Compliance Breach,Transaction Settlement,Singapore,APAC,08/2024,N,N,2024-09-17,NFR-9476,System failure,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Data Privacy event causing $63M loss.,AI Governance,Fraud,Human Error,"Preprocessing, Evaluation, Deployment",Risk due to Human Error in Risk Assessment.
a55b69f0-7f38-4243-bb3b-d4ca1c0e7e4d,Cochran-Lee,Coleman-Stewart,Data Privacy incident occurred in Risk Assessment process.,Process Failures,16.68,Corporate Finance,Wealth Management,morph seamless architectures,UBS Switzerland,External Fraud,Internal Fraud,Trade Booking,UK,AMERICAS,09/2023,N,N,2023-11-23,NFR-4324,Insider threat,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Cybersecurity event causing $38M loss.,AI Governance,Third-Party Risk,Outsourcing Risk,"Evaluation, Preprocessing, Data Collection",Risk due to Human Error in Trade Booking.
1f5bc049-8612-497c-b6e6-48efaa1f12c1,"Foley, Gutierrez and Woods",Tucker-Sparks,Third-Party Risk incident occurred in Trade Booking process.,Third-Party Risk,34.8,Asset Management,Asset Management,scale 24/7 web-readiness,UBS Switzerland,External Fraud,Compliance Breach,Risk Assessment,Germany,APAC,04/2025,Y,N,2025-05-13,NFR-3346,Vendor failure,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Fraud event causing $79M loss.,AI Governance,Cybersecurity,Third-Party AI Risk,"Evaluation, Model Selection, Deployment",Risk due to Human Error in Trade Booking.
dec4c305-c482-490f-8df5-6ff42b83005f,"Miller, Aguirre and Price","Miller, Stanton and Bowman",Cybersecurity incident occurred in Transaction Settlement process.,Third-Party Risk,38.77,Retail Banking,Retail Banking,utilize turn-key web-readiness,UBS Europe SE,Compliance Breach,Internal Fraud,Risk Assessment,India,AMERICAS,05/2023,Y,Y,2023-07-07,NFR-4157,System failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Process Failures event causing $70M loss.,AI Ops,Fraud,Automation Risk,"Model Selection, Evaluation, Preprocessing",Risk due to Automation Risk in Risk Assessment.
e9ba28ed-b39c-4f79-b196-ba81d1ddbefb,"Brewer, Alvarez and Salazar",Hughes-Thompson,Process Failures incident occurred in Transaction Settlement process.,Data Privacy,70.58,Corporate Finance,Asset Management,harness extensible models,UBS Europe SE,Internal Fraud,External Fraud,Client Onboarding,UK,EMEA,11/2024,N,Y,2024-12-02,NFR-9317,Vendor failure,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $37M loss.,AI Governance,Process Failures,Third-Party AI Risk,"Model Selection, Deployment, Preprocessing",Risk due to Human Error in Risk Assessment.
82ac400f-da53-40ac-a993-e263fac70bbf,"Oconnell, Johnson and Nielsen",Johnson LLC,Third-Party Risk incident occurred in Risk Assessment process.,Third-Party Risk,63.79,Retail Banking,Corporate Finance,whiteboard ubiquitous networks,UBS Europe SE,Compliance Breach,Internal Fraud,Client Onboarding,UK,APAC,09/2022,Y,Y,2022-11-11,NFR-4344,Vendor failure,The incident highlighted gaps in Risk Assessment.,Minimal impact on operations and reputational risk.,Process Failures event causing $88M loss.,AI Ops,Fraud,Third-Party AI Risk,"Evaluation, Data Collection, Preprocessing",Risk due to Third-Party AI Risk in Client Onboarding.
524c72e2-fa2f-404e-8845-fe268955fee4,Gordon-Scott,Sullivan-Orr,Cybersecurity incident occurred in Client Onboarding process.,Data Privacy,9.27,Wealth Management,Wealth Management,synthesize enterprise applications,UBS UK Branch,Internal Fraud,Execution Errors,Trade Booking,India,APAC,07/2023,Y,Y,2023-09-27,NFR-1731,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $59M loss.,AI Compliance,Process Failures,Automation Risk,"Evaluation, Preprocessing, Data Collection",Risk due to Third-Party AI Risk in Transaction Settlement.
4f0175af-fcf5-4a99-9a84-1d1bd46d8ead,"Andrade, Norman and Lozano",Contreras Inc,Fraud incident occurred in Trade Booking process.,Third-Party Risk,45.94,Wealth Management,Asset Management,aggregate scalable solutions,UBS UK Branch,Execution Errors,Internal Fraud,Trade Booking,India,AMERICAS,04/2025,Y,Y,2025-05-26,NFR-2506,Vendor failure,The incident highlighted gaps in Client Onboarding.,Severe impact on operations and reputational risk.,Process Failures event causing $56M loss.,AI Ops,Cybersecurity,Outsourcing Risk,"Deployment, Model Selection, Data Collection",Risk due to Human Error in Risk Assessment.
956e8cd5-65e5-4b53-8c8a-d056e2f07a0e,Gonzales Ltd,Palmer-Norton,Third-Party Risk incident occurred in Client Onboarding process.,Third-Party Risk,44.7,Wealth Management,Retail Banking,orchestrate cross-media mindshare,UBS UK Branch,Compliance Breach,Internal Fraud,Client Onboarding,Germany,APAC,07/2023,Y,N,2023-07-21,NFR-1155,Process gap,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Third-Party Risk event causing $31M loss.,AI Compliance,Data Privacy,Outsourcing Risk,"Deployment, Preprocessing, Model Selection",Risk due to Model Risk in Client Onboarding.
27b35d48-8595-419d-bab9-4e8ffb772dcf,Nash LLC,Taylor-Lee,Process Failures incident occurred in Transaction Settlement process.,Cybersecurity,99.21,Retail Banking,Asset Management,generate dot-com convergence,UBS UK Branch,External Fraud,External Fraud,Risk Assessment,Switzerland,APAC,03/2024,Y,N,2024-05-20,NFR-3765,Insider threat,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Cybersecurity event causing $26M loss.,AI Governance,Process Failures,Outsourcing Risk,"Preprocessing, Evaluation, Data Collection",Risk due to Outsourcing Risk in Trade Booking.
74cf71eb-91ce-4ffd-9217-96c069bc0146,Avila Group,Stevenson Group,Data Privacy incident occurred in Trade Booking process.,Process Failures,29.61,Retail Banking,Corporate Finance,generate revolutionary partnerships,UBS Europe SE,Internal Fraud,Execution Errors,Trade Booking,USA,AMERICAS,08/2023,N,Y,2023-08-13,NFR-5069,Process gap,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Fraud event causing $58M loss.,AI Governance,Fraud,Automation Risk,"Deployment, Evaluation, Preprocessing",Risk due to Automation Risk in Client Onboarding.
83fe2958-88aa-4039-be03-e45337514e65,"Hurst, Martin and Brooks",Quinn Ltd,Process Failures incident occurred in Trade Booking process.,Third-Party Risk,13.41,Asset Management,Corporate Finance,monetize wireless experiences,UBS UK Branch,Internal Fraud,Internal Fraud,Client Onboarding,Singapore,APAC,05/2023,Y,Y,2023-06-25,NFR-8399,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Data Privacy event causing $92M loss.,AI Governance,Data Privacy,Model Risk,"Model Selection, Evaluation, Deployment",Risk due to Model Risk in Trade Booking.
1549a5ce-a93e-4866-aa72-7cde005744f6,Watts PLC,"Fletcher, Snow and Vega",Process Failures incident occurred in Risk Assessment process.,Fraud,14.87,Corporate Finance,Corporate Finance,synergize transparent infrastructures,UBS AG,Internal Fraud,Execution Errors,Trade Booking,Singapore,AMERICAS,02/2025,Y,N,2025-02-23,NFR-9631,Insider threat,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Process Failures event causing $80M loss.,AI Compliance,Data Privacy,Model Risk,"Deployment, Data Collection, Model Selection",Risk due to Outsourcing Risk in Client Onboarding.
7e79451a-a7bd-477e-b06e-b9ed9494a17d,Prince-Webb,Douglas-Fields,Data Privacy incident occurred in Transaction Settlement process.,Data Privacy,10.28,Corporate Finance,Retail Banking,implement proactive vortals,UBS Switzerland,Compliance Breach,Compliance Breach,Trade Booking,USA,APAC,09/2024,Y,Y,2024-10-27,NFR-6319,System failure,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Data Privacy event causing $92M loss.,AI Governance,Fraud,Model Risk,"Deployment, Data Collection, Preprocessing",Risk due to Model Risk in Trade Booking.
a353207f-0ee9-4569-80ba-ee8e22c6e8c7,"Wade, Lawson and Moore",Sullivan-Kane,Third-Party Risk incident occurred in Transaction Settlement process.,Fraud,41.03,Corporate Finance,Retail Banking,redefine killer schemas,UBS UK Branch,Execution Errors,External Fraud,Trade Booking,Germany,AMERICAS,01/2024,N,Y,2024-02-03,NFR-2428,Process gap,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Third-Party Risk event causing $66M loss.,AI Ops,Data Privacy,Model Risk,"Deployment, Data Collection, Evaluation",Risk due to Third-Party AI Risk in Client Onboarding.
4246fe0d-4684-4f7d-a552-83f088cbfe9a,Johns-Bernard,"Hill, Rodriguez and Fischer",Data Privacy incident occurred in Transaction Settlement process.,Data Privacy,30.82,Asset Management,Corporate Finance,matrix bricks-and-clicks users,UBS Europe SE,External Fraud,Internal Fraud,Risk Assessment,USA,AMERICAS,02/2023,N,N,2023-02-16,NFR-5542,Vendor failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Data Privacy event causing $61M loss.,AI Compliance,Fraud,Model Risk,"Evaluation, Data Collection, Model Selection",Risk due to Model Risk in Trade Booking.
5c243c6f-1e4a-416c-b994-b67e142badba,Wilson-Alvarez,"Pacheco, Peterson and Smith",Third-Party Risk incident occurred in Client Onboarding process.,Cybersecurity,39.66,Asset Management,Corporate Finance,re-contextualize cross-platform e-markets,UBS UK Branch,Internal Fraud,External Fraud,Risk Assessment,Singapore,AMERICAS,03/2023,N,Y,2023-04-21,NFR-9697,Process gap,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Data Privacy event causing $33M loss.,AI Ops,Third-Party Risk,Model Risk,"Deployment, Preprocessing, Evaluation",Risk due to Model Risk in Transaction Settlement.
c76b5f76-b961-4e6e-b337-f0b01039abc6,Scott-Franklin,Harris-White,Data Privacy incident occurred in Transaction Settlement process.,Process Failures,38.4,Corporate Finance,Corporate Finance,leverage virtual bandwidth,UBS Switzerland,Execution Errors,Compliance Breach,Client Onboarding,USA,EMEA,12/2023,N,Y,2024-01-05,NFR-2740,System failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $55M loss.,AI Ops,Fraud,Human Error,"Preprocessing, Model Selection, Deployment",Risk due to Model Risk in Trade Booking.
0d97d956-9892-4f53-9320-95eac50b251e,"Griffin, Martinez and Gonzalez",Villa-Stevenson,Cybersecurity incident occurred in Transaction Settlement process.,Cybersecurity,15.85,Asset Management,Corporate Finance,synergize bleeding-edge deliverables,UBS Switzerland,Compliance Breach,External Fraud,Client Onboarding,Singapore,APAC,03/2025,Y,Y,2025-04-25,NFR-8345,Insider threat,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Data Privacy event causing $31M loss.,AI Compliance,Process Failures,Model Risk,"Deployment, Data Collection, Evaluation",Risk due to Human Error in Risk Assessment.
19aaa3d6-e994-4c1c-be98-6fab24e754a3,"Hernandez, Hamilton and Blanchard",Turner-Duffy,Data Privacy incident occurred in Risk Assessment process.,Process Failures,94.31,Asset Management,Wealth Management,enable enterprise systems,UBS UK Branch,External Fraud,Compliance Breach,Trade Booking,UK,AMERICAS,04/2023,Y,N,2023-05-23,NFR-4980,Insider threat,The incident highlighted gaps in Client Onboarding.,Severe impact on operations and reputational risk.,Cybersecurity event causing $34M loss.,AI Ops,Data Privacy,Automation Risk,"Deployment, Preprocessing, Data Collection",Risk due to Automation Risk in Trade Booking.
bab3edc7-0e33-47da-bfa0-e664062f501e,Williams-Salazar,Colon-Robbins,Cybersecurity incident occurred in Transaction Settlement process.,Third-Party Risk,62.52,Retail Banking,Retail Banking,integrate integrated partnerships,UBS AG,Execution Errors,External Fraud,Trade Booking,Singapore,AMERICAS,10/2022,Y,N,2022-10-11,NFR-3939,System failure,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Cybersecurity event causing $53M loss.,AI Ops,Cybersecurity,Model Risk,"Data Collection, Evaluation, Model Selection",Risk due to Outsourcing Risk in Trade Booking.
2aee286a-29f8-4e85-8bf0-4b25d22af092,"Adams, Allen and Parker",Simpson Inc,Cybersecurity incident occurred in Trade Booking process.,Process Failures,95.81,Wealth Management,Asset Management,enable dot-com action-items,UBS AG,Execution Errors,Execution Errors,Trade Booking,Switzerland,AMERICAS,12/2022,N,Y,2023-01-31,NFR-5537,Insider threat,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $22M loss.,AI Compliance,Data Privacy,Third-Party AI Risk,"Preprocessing, Model Selection, Deployment",Risk due to Third-Party AI Risk in Risk Assessment.
3c276e93-6d6b-467c-b56b-668952408815,Cole LLC,Carter-Webb,Third-Party Risk incident occurred in Client Onboarding process.,Cybersecurity,15.21,Wealth Management,Wealth Management,e-enable end-to-end portals,UBS AG,External Fraud,External Fraud,Client Onboarding,Germany,EMEA,09/2022,N,N,2022-09-16,NFR-4976,Process gap,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $64M loss.,AI Compliance,Fraud,Model Risk,"Model Selection, Evaluation, Preprocessing",Risk due to Third-Party AI Risk in Risk Assessment.
3b1fa4ae-4780-4597-8ba7-ac33eeeb5118,Wilson Inc,Roberts-Walker,Cybersecurity incident occurred in Trade Booking process.,Cybersecurity,23.92,Asset Management,Retail Banking,envisioneer B2C models,UBS AG,Internal Fraud,Internal Fraud,Client Onboarding,Switzerland,EMEA,05/2025,Y,Y,2025-05-09,NFR-5217,System failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $99M loss.,AI Compliance,Third-Party Risk,Outsourcing Risk,"Evaluation, Preprocessing, Data Collection",Risk due to Third-Party AI Risk in Trade Booking.
ac5ad4b3-5587-477e-bdf1-c294bcd6d591,"Harper, Burns and Smith",Morris Inc,Fraud incident occurred in Client Onboarding process.,Cybersecurity,13.46,Corporate Finance,Retail Banking,maximize frictionless e-tailers,UBS Europe SE,Internal Fraud,Compliance Breach,Risk Assessment,Switzerland,AMERICAS,11/2024,Y,N,2024-12-12,NFR-5518,System failure,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Fraud event causing $15M loss.,AI Compliance,Process Failures,Outsourcing Risk,"Preprocessing, Evaluation, Model Selection",Risk due to Model Risk in Risk Assessment.
d433c3fd-0edd-4b2d-83a5-4f20174b60f5,Wolf-Dunn,Fitzgerald-Beard,Third-Party Risk incident occurred in Trade Booking process.,Data Privacy,76.7,Corporate Finance,Retail Banking,iterate frictionless schemas,UBS AG,Compliance Breach,Internal Fraud,Risk Assessment,Singapore,EMEA,06/2023,Y,Y,2023-07-21,NFR-1698,Insider threat,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $39M loss.,AI Governance,Data Privacy,Outsourcing Risk,"Deployment, Model Selection, Data Collection",Risk due to Third-Party AI Risk in Risk Assessment.
