id,dataset_type,description,ai_taxonomy,current_erms_taxonomy,raw_meta_data,ai_taxonomy_detail,ai_root_cause,ai_enrichment
11,controls,Authorization bypass in CRM System with service unavailability,Strategic Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_767"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 456384.27, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-26T13:09:20.124687"", ""acknowledged"": ""2025-08-20T13:09:20.124688"", ""resolved"": ""2025-08-26T13:09:20.124689""}}","{""status"": ""resolved"", ""severity"": ""high"", ""created_date"": ""2025-06-04T13:09:20.124692""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""communication_breakdown"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.5953279131124105, ""impact_score"": 2, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_81"", ""technical_lead"": ""tech_28"", ""risk_reviewer"": ""risk_90""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_739"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 288623.03, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.124702"", ""acknowledged"": ""2025-08-28T13:09:20.124703"", ""resolved"": null}}"
12,controls,Data quality issue in Trading Platform leading to client disruption,Liquidity Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_583"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 218274.99, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-01T13:09:20.124709"", ""acknowledged"": ""2025-09-07T13:09:20.124710"", ""resolved"": ""2025-08-20T13:09:20.124711""}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2025-02-09T13:09:20.124714""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""vendor_issue""], ""risk_indicators"": {""probability"": 0.7369108383151772, ""impact_score"": 9, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_51"", ""technical_lead"": ""tech_25"", ""risk_reviewer"": ""risk_61""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_621"", ""tags"": [""escalated"", ""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 337560.51, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.124724"", ""acknowledged"": ""2025-08-22T13:09:20.124725"", ""resolved"": ""2025-09-03T13:09:20.124726""}}"
13,controls,Security breach detected in Reporting System with operational delay,Third Party Risk,MR-002: FX Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_968"", ""tags"": [""monitoring"", ""review"", ""urgent""]}, ""financial_impact"": {""amount"": 40266.74, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.124732"", ""acknowledged"": ""2025-08-14T13:09:20.124733"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""critical"", ""created_date"": ""2025-05-27T13:09:20.124736""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""vendor_issue"", ""process_deviation"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.605572212159823, ""impact_score"": 10, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_82"", ""technical_lead"": ""tech_73"", ""risk_reviewer"": ""risk_91""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_196"", ""tags"": [""monitoring"", ""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 629999.88, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-20T13:09:20.124747"", ""acknowledged"": ""2025-08-18T13:09:20.124747"", ""resolved"": ""2025-09-01T13:09:20.124749""}}"
14,controls,System outage in Client Portal affecting audit findings,Market Risk,MR-002: FX Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_483"", ""tags"": [""urgent"", ""escalated""]}, ""financial_impact"": {""amount"": 749200.97, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-03T13:09:20.124755"", ""acknowledged"": ""2025-08-23T13:09:20.124756"", ""resolved"": ""2025-09-03T13:09:20.124757""}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2025-07-21T13:09:20.124760""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.1902454855089924, ""impact_score"": 7, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Manual override"", ""Action 3: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_98"", ""technical_lead"": ""tech_26"", ""risk_reviewer"": ""risk_59""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_724"", ""tags"": [""monitoring"", ""review"", ""urgent""]}, ""financial_impact"": {""amount"": 888602.98, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-20T13:09:20.124771"", ""acknowledged"": ""2025-08-26T13:09:20.124772"", ""resolved"": null}}"
15,controls,Failed transaction processing in Data Warehouse resulting in service unavailability,Legal Risk,TR-003: Security Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_952"", ""tags"": [""review"", ""monitoring""]}, ""financial_impact"": {""amount"": 369788.05, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-17T13:09:20.124780"", ""acknowledged"": ""2025-08-29T13:09:20.124781"", ""resolved"": ""2025-08-22T13:09:20.124782""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2025-04-13T13:09:20.124785""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""vendor_issue"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.3081951611430085, ""impact_score"": 10, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Manual override"", ""Action 3: Manual override""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_86"", ""technical_lead"": ""tech_91"", ""risk_reviewer"": ""risk_95""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_717"", ""tags"": [""review"", ""resolved""]}, ""financial_impact"": {""amount"": 170438.21, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-13T13:09:20.124795"", ""acknowledged"": ""2025-08-16T13:09:20.124796"", ""resolved"": ""2025-08-30T13:09:20.124797""}}"
16,controls,Performance degradation in Client Portal impacting reputation damage,Market Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_666"", ""tags"": [""escalated"", ""review""]}, ""financial_impact"": {""amount"": 640700.43, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-05T13:09:20.124803"", ""acknowledged"": ""2025-08-22T13:09:20.124804"", ""resolved"": ""2025-08-28T13:09:20.124805""}}","{""status"": ""pending"", ""severity"": ""medium"", ""created_date"": ""2024-12-10T13:09:20.124808""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""inadequate_training"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.9415155233567204, ""impact_score"": 7, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_47"", ""technical_lead"": ""tech_43"", ""risk_reviewer"": ""risk_32""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_370"", ""tags"": [""monitoring"", ""resolved""]}, ""financial_impact"": {""amount"": 381345.86, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-12T13:09:20.124819"", ""acknowledged"": ""2025-08-21T13:09:20.124819"", ""resolved"": null}}"
17,controls,Integration error between Client Portal and external service,Reputational Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_674"", ""tags"": [""monitoring"", ""resolved"", ""review""]}, ""financial_impact"": {""amount"": 425131.95, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-31T13:09:20.124825"", ""acknowledged"": ""2025-09-05T13:09:20.124826"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""low"", ""created_date"": ""2025-09-05T13:09:20.124830""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""process_deviation""], ""risk_indicators"": {""probability"": 0.552934311541948, ""impact_score"": 5, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: System restart"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_32"", ""technical_lead"": ""tech_42"", ""risk_reviewer"": ""risk_76""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_899"", ""tags"": [""escalated"", ""resolved"", ""review""]}, ""financial_impact"": {""amount"": 969727.28, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.124840"", ""acknowledged"": ""2025-08-19T13:09:20.124841"", ""resolved"": null}}"
18,controls,Compliance violation in Client Portal causing operational delay,Market Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_324"", ""tags"": [""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 172857.74, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-02T13:09:20.124847"", ""acknowledged"": ""2025-08-28T13:09:20.124848"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""low"", ""created_date"": ""2024-11-29T13:09:20.124852""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""process_deviation""], ""risk_indicators"": {""probability"": 0.7517433606095474, ""impact_score"": 7, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_39"", ""technical_lead"": ""tech_90"", ""risk_reviewer"": ""risk_93""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_152"", ""tags"": [""review"", ""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 441387.79, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.124861"", ""acknowledged"": ""2025-09-02T13:09:20.124862"", ""resolved"": null}}"
19,controls,Compliance violation in CRM System causing client disruption,Market Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_646"", ""tags"": [""urgent"", ""escalated""]}, ""financial_impact"": {""amount"": 752355.18, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-30T13:09:20.124868"", ""acknowledged"": ""2025-08-19T13:09:20.124869"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""low"", ""created_date"": ""2025-03-03T13:09:20.124872""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""communication_breakdown""], ""risk_indicators"": {""probability"": 0.21703507330905525, ""impact_score"": 7, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Data correction"", ""Action 3: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_91"", ""technical_lead"": ""tech_88"", ""risk_reviewer"": ""risk_45""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_707"", ""tags"": [""resolved"", ""escalated"", ""monitoring""]}, ""financial_impact"": {""amount"": 571944.64, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.124882"", ""acknowledged"": ""2025-08-29T13:09:20.124883"", ""resolved"": null}}"
20,controls,System outage in CRM System affecting financial loss,Compliance Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_251"", ""tags"": [""review"", ""resolved"", ""urgent""]}, ""financial_impact"": {""amount"": 336777.82, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-22T13:09:20.124889"", ""acknowledged"": ""2025-08-28T13:09:20.124890"", ""resolved"": ""2025-08-25T13:09:20.124891""}}","{""status"": ""resolved"", ""severity"": ""high"", ""created_date"": ""2024-12-31T13:09:20.124894""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""communication_breakdown"", ""system_overload""], ""risk_indicators"": {""probability"": 0.7526087984736236, ""impact_score"": 10, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_81"", ""technical_lead"": ""tech_99"", ""risk_reviewer"": ""risk_54""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_297"", ""tags"": [""urgent"", ""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 942856.63, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.124903"", ""acknowledged"": ""2025-08-30T13:09:20.124904"", ""resolved"": null}}"
21,controls,Data quality issue in Risk Engine leading to service unavailability,Technology Risk,TR-002: Data Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_422"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 856837.44, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-12T13:09:20.124910"", ""acknowledged"": ""2025-08-26T13:09:20.124911"", ""resolved"": ""2025-09-06T13:09:20.124912""}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2025-05-21T13:09:20.124916""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt"", ""system_overload"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.7695017006594075, ""impact_score"": 9, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Process bypass"", ""Action 3: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_11"", ""technical_lead"": ""tech_74"", ""risk_reviewer"": ""risk_86""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_769"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 379417.28, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.124926"", ""acknowledged"": ""2025-08-15T13:09:20.124927"", ""resolved"": ""2025-09-06T13:09:20.124929""}}"
22,controls,Configuration error in Settlement System leading to client disruption,Third Party Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_114"", ""tags"": [""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 648519.9, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-20T13:09:20.124936"", ""acknowledged"": ""2025-08-30T13:09:20.124937"", ""resolved"": ""2025-08-31T13:09:20.124938""}}","{""status"": ""resolved"", ""severity"": ""high"", ""created_date"": ""2025-03-31T13:09:20.124942""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt""], ""risk_indicators"": {""probability"": 0.16281984635219732, ""impact_score"": 5, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_48"", ""technical_lead"": ""tech_29"", ""risk_reviewer"": ""risk_73""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_441"", ""tags"": [""escalated"", ""resolved""]}, ""financial_impact"": {""amount"": 247718.86, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-15T13:09:20.124951"", ""acknowledged"": ""2025-09-01T13:09:20.124952"", ""resolved"": ""2025-08-24T13:09:20.124953""}}"
23,controls,Performance degradation in Risk Engine impacting operational delay,Reputational Risk,LR-002: Market Liquidity Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_188"", ""tags"": [""escalated"", ""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 189331.34, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.124959"", ""acknowledged"": ""2025-08-16T13:09:20.124960"", ""resolved"": ""2025-08-20T13:09:20.124961""}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2024-12-18T13:09:20.124964""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""technical_debt"", ""system_overload"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.38315890393067575, ""impact_score"": 9, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_84"", ""technical_lead"": ""tech_21"", ""risk_reviewer"": ""risk_78""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_521"", ""tags"": [""resolved"", ""escalated"", ""urgent""]}, ""financial_impact"": {""amount"": 115745.96, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-05T13:09:20.124974"", ""acknowledged"": ""2025-08-23T13:09:20.124975"", ""resolved"": ""2025-08-25T13:09:20.124976""}}"
24,controls,Security breach detected in Trading Platform with service unavailability,Market Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_124"", ""tags"": [""resolved"", ""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 91446.98, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-31T13:09:20.124982"", ""acknowledged"": ""2025-08-31T13:09:20.124983"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-08-27T13:09:20.124986""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""process_deviation"", ""system_overload"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.7451878016669026, ""impact_score"": 5, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_25"", ""technical_lead"": ""tech_50"", ""risk_reviewer"": ""risk_81""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_315"", ""tags"": [""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 697648.59, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.124996"", ""acknowledged"": ""2025-08-15T13:09:20.124997"", ""resolved"": ""2025-09-03T13:09:20.124998""}}"
25,controls,Authorization bypass in Risk Engine with financial loss,Market Risk,CR-003: Settlement Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_825"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 122686.04, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-04T13:09:20.125004"", ""acknowledged"": ""2025-09-06T13:09:20.125005"", ""resolved"": ""2025-09-03T13:09:20.125006""}}","{""status"": ""pending"", ""severity"": ""critical"", ""created_date"": ""2024-09-22T13:09:20.125009""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""technical_debt"", ""vendor_issue"", ""inadequate_training""], ""risk_indicators"": {""probability"": 0.40009618421604, ""impact_score"": 4, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_72"", ""technical_lead"": ""tech_53"", ""risk_reviewer"": ""risk_96""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_215"", ""tags"": [""monitoring"", ""urgent"", ""review""]}, ""financial_impact"": {""amount"": 55748.89, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-25T13:09:20.125021"", ""acknowledged"": ""2025-08-20T13:09:20.125022"", ""resolved"": ""2025-08-22T13:09:20.125023""}}"
26,controls,Configuration error in Trading Platform leading to operational delay,Technology Risk,MR-002: FX Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_308"", ""tags"": [""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 797370.49, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.125031"", ""acknowledged"": ""2025-08-19T13:09:20.125032"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""high"", ""created_date"": ""2025-04-05T13:09:20.125036""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""communication_breakdown"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.6133974823816057, ""impact_score"": 10, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_11"", ""technical_lead"": ""tech_48"", ""risk_reviewer"": ""risk_77""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_198"", ""tags"": [""escalated"", ""monitoring""]}, ""financial_impact"": {""amount"": 334032.55, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.125047"", ""acknowledged"": ""2025-08-23T13:09:20.125048"", ""resolved"": null}}"
27,controls,Configuration error in Reporting System leading to service unavailability,Credit Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_698"", ""tags"": [""review"", ""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 109129.33, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-22T13:09:20.125054"", ""acknowledged"": ""2025-08-27T13:09:20.125055"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2024-11-17T13:09:20.125059""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""vendor_issue"", ""process_deviation"", ""system_overload""], ""risk_indicators"": {""probability"": 0.5273790835559984, ""impact_score"": 6, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_92"", ""technical_lead"": ""tech_19"", ""risk_reviewer"": ""risk_14""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_853"", ""tags"": [""escalated"", ""resolved""]}, ""financial_impact"": {""amount"": 956571.31, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-01T13:09:20.125068"", ""acknowledged"": ""2025-09-02T13:09:20.125069"", ""resolved"": ""2025-08-19T13:09:20.125070""}}"
28,controls,Authorization bypass in Trading Platform with regulatory concern,Cyber Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_883"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 557112.69, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-04T13:09:20.125076"", ""acknowledged"": ""2025-08-17T13:09:20.125077"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""high"", ""created_date"": ""2024-10-17T13:09:20.125080""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""system_overload"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.7870994403137241, ""impact_score"": 10, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Data correction"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_59"", ""technical_lead"": ""tech_41"", ""risk_reviewer"": ""risk_61""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_835"", ""tags"": [""monitoring"", ""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 112786.34, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.125092"", ""acknowledged"": ""2025-09-04T13:09:20.125093"", ""resolved"": null}}"
29,controls,Process failure in Client Portal resulting in financial loss,Reputational Risk,TR-003: Security Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_408"", ""tags"": [""escalated"", ""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 206151.59, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-15T13:09:20.125099"", ""acknowledged"": ""2025-08-26T13:09:20.125100"", ""resolved"": ""2025-09-01T13:09:20.125101""}}","{""status"": ""pending"", ""severity"": ""critical"", ""created_date"": ""2024-09-10T13:09:20.125104""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""vendor_issue"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.8201809637649619, ""impact_score"": 6, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Data correction"", ""Action 3: System restart""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_98"", ""technical_lead"": ""tech_51"", ""risk_reviewer"": ""risk_52""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_694"", ""tags"": [""review"", ""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 330339.43, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.125114"", ""acknowledged"": ""2025-08-25T13:09:20.125115"", ""resolved"": null}}"
